Country,EdLevel,LearnCode,Age,YearsCodePro,Salary
United States of America,Bachelor’s degree,Online Resources,18-24 years old,2.0,68000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,18-24 years old,3.0,69800.0
France,Master’s degree,Online Resources,45-54 years old,25.0,71340.0
Canada,Less than a Bachelors,Online Resources,25-34 years old,15.0,52942.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,3.0,59000.0
France,Master’s degree,Online Resources,25-34 years old,8.0,43239.0
Switzerland,Less than a Bachelors,Others,35-44 years old,8.0,101649.0
Germany,Master’s degree,Online Resources,25-34 years old,15.0,63778.0
France,Master’s degree,School,25-34 years old,3.0,44320.0
France,Master’s degree,School,35-44 years old,8.0,64859.0
Sweden,Bachelor’s degree,Online Resources,18-24 years old,0.5,41724.0
Netherlands,Master’s degree,Online Resources,35-44 years old,6.0,70264.0
Norway,Master’s degree,Online Resources,35-44 years old,17.0,100882.0
Switzerland,Less than a Bachelors,Online Resources,25-34 years old,7.0,79394.0
United States of America,Bachelor’s degree,Others,35-44 years old,6.0,82000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Others,35-44 years old,13.0,77556.0
Switzerland,Bachelor’s degree,Online Resources,25-34 years old,7.0,91484.0
Brazil,Bachelor’s degree,Others,18-24 years old,5.0,43980.0
Sweden,Bachelor’s degree,School,25-34 years old,4.0,49092.0
Sweden,Bachelor’s degree,Online Resources,25-34 years old,6.0,61368.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,Others,45-54 years old,30.0,92052.0
"Iran, Islamic Republic of...",Bachelor’s degree,Others,25-34 years old,2.0,60000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,35-44 years old,19.0,64630.0
United States of America,Less than a Bachelors,Online Resources,25-34 years old,17.0,55000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,25-34 years old,5.0,51704.0
Canada,Bachelor’s degree,School,25-34 years old,4.0,45379.0
Ukraine,Master’s degree,Online Resources,25-34 years old,5.0,61176.0
Germany,Master’s degree,Online Resources,45-54 years old,22.0,81074.0
Sweden,Less than a Bachelors,Online Resources,45-54 years old,21.0,56460.0
Germany,Less than a Bachelors,Others,35-44 years old,15.0,43239.0
Germany,Bachelor’s degree,School,35-44 years old,8.0,77831.0
Norway,Master’s degree,Others,35-44 years old,9.0,102501.0
United States of America,Bachelor’s degree,School,25-34 years old,5.0,70000.0
Netherlands,Master’s degree,School,35-44 years old,7.0,56211.0
Switzerland,Professional degree,Online Resources,18-24 years old,2.0,73187.0
Canada,Bachelor’s degree,Online Resources,25-34 years old,5.0,68824.0
Poland,Bachelor’s degree,Online Resources,18-24 years old,5.0,42528.0
Canada,Master’s degree,Others,45-54 years old,15.0,86976.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,5.0,103000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,25-34 years old,9.0,85634.0
Poland,Master’s degree,School,45-54 years old,25.0,51336.0
Canada,Bachelor’s degree,School,25-34 years old,3.0,56723.0
United States of America,Bachelor’s degree,School,18-24 years old,1.0,95000.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,5.0,100000.0
India,Bachelor’s degree,Others,25-34 years old,10.0,55847.0
Sweden,Less than a Bachelors,Online Resources,45-54 years old,3.0,46632.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,School,35-44 years old,14.0,90482.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,25-34 years old,5.0,47826.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,3.0,95000.0
Ukraine,Master’s degree,Others,25-34 years old,3.0,44040.0
Poland,Master’s degree,Online Resources,25-34 years old,8.0,60744.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,25-34 years old,8.0,67215.0
Sweden,Less than a Bachelors,School,55-64 years old,36.0,73644.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,35-44 years old,15.0,96945.0
France,Bachelor’s degree,School,18-24 years old,2.0,51887.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Others,35-44 years old,2.0,103408.0
United States of America,Bachelor’s degree,School,25-34 years old,14.0,108000.0
Germany,Professional degree,Others,45-54 years old,25.0,51888.0
United States of America,Bachelor’s degree,School,25-34 years old,8.0,102500.0
Spain,Master’s degree,School,35-44 years old,11.0,75669.0
India,Master’s degree,Online Resources,35-44 years old,18.0,55847.0
Brazil,Master’s degree,Online Resources,35-44 years old,14.0,93456.0
Canada,Bachelor’s degree,Online Resources,25-34 years old,10.0,94539.0
United Kingdom of Great Britain and Northern Ireland,PHD,Others,45-54 years old,18.0,96945.0
Netherlands,Bachelor’s degree,Online Resources,25-34 years old,1.0,63778.0
United States of America,Less than a Bachelors,Online Resources,45-54 years old,11.0,76000.0
Germany,Master’s degree,School,25-34 years old,2.0,54049.0
United States of America,Bachelor’s degree,School,18-24 years old,1.0,70000.0
Germany,Bachelor’s degree,Others,35-44 years old,16.0,58368.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,25-34 years old,11.0,59459.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,School,35-44 years old,9.0,85311.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,35-44 years old,8.0,73032.0
Germany,Master’s degree,School,35-44 years old,11.0,88640.0
Switzerland,Less than a Bachelors,Online Resources,25-34 years old,6.0,85385.0
Belgium,Master’s degree,Online Resources,45-54 years old,24.0,76536.0
United States of America,Bachelor’s degree,Online Resources,55-64 years old,32.0,48000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Online Resources,45-54 years old,25.0,67215.0
Norway,Master’s degree,School,35-44 years old,20.0,91711.0
Brazil,Bachelor’s degree,Online Resources,25-34 years old,10.0,49476.0
Netherlands,Master’s degree,Others,45-54 years old,22.0,81074.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,School,25-34 years old,5.0,58167.0
Canada,Master’s degree,Online Resources,25-34 years old,5.0,45384.0
Italy,Less than a Bachelors,Online Resources,18-24 years old,3.0,49466.0
France,Less than a Bachelors,Online Resources,25-34 years old,8.0,51888.0
Germany,PHD,Online Resources,35-44 years old,17.0,64859.0
France,Master’s degree,Others,25-34 years old,2.0,51887.0
Germany,PHD,Online Resources,35-44 years old,20.0,103774.0
Italy,Less than a Bachelors,School,35-44 years old,7.0,43239.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,7.0,101000.0
United States of America,Bachelor’s degree,School,25-34 years old,8.0,83889.0
Spain,Less than a Bachelors,Online Resources,45-54 years old,15.0,97284.0
Sweden,Bachelor’s degree,Online Resources,25-34 years old,5.0,63816.0
Spain,Bachelor’s degree,School,25-34 years old,6.0,50806.0
United States of America,Less than a Bachelors,Online Resources,25-34 years old,1.0,47000.0
Russian Federation,Less than a Bachelors,Online Resources,45-54 years old,26.0,41520.0
Netherlands,Bachelor’s degree,Online Resources,25-34 years old,4.0,77831.0
Canada,Bachelor’s degree,Online Resources,25-34 years old,0.5,60505.0
Australia,Less than a Bachelors,Online Resources,18-24 years old,1.0,46099.0
Germany,Less than a Bachelors,School,25-34 years old,8.0,62697.0
France,Master’s degree,School,18-24 years old,2.0,43239.0
United States of America,Bachelor’s degree,Online Resources,18-24 years old,4.0,60000.0
United States of America,Bachelor’s degree,School,18-24 years old,2.0,52000.0
France,PHD,School,35-44 years old,17.0,64860.0
Germany,Less than a Bachelors,Online Resources,25-34 years old,3.0,59454.0
United States of America,Bachelor’s degree,School,25-34 years old,11.0,93000.0
France,Master’s degree,Online Resources,25-34 years old,5.0,45401.0
Canada,Bachelor’s degree,School,25-34 years old,6.0,79413.0
United States of America,Master’s degree,Bootcamp,25-34 years old,0.5,75000.0
Canada,Master’s degree,Online Resources,25-34 years old,3.0,49160.0
Ukraine,Bachelor’s degree,Online Resources,18-24 years old,3.0,43200.0
India,Bachelor’s degree,Online Resources,18-24 years old,1.0,57804.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,2.0,73000.0
Germany,Master’s degree,School,45-54 years old,24.0,88640.0
Italy,Less than a Bachelors,Others,45-54 years old,25.0,64859.0
Sweden,Master’s degree,Others,25-34 years old,9.0,69960.0
India,Master’s degree,Online Resources,35-44 years old,17.0,55847.0
Czech Republic,Master’s degree,Online Resources,25-34 years old,9.0,103932.0
Czech Republic,Bachelor’s degree,School,35-44 years old,14.0,62352.0
United States of America,Bachelor’s degree,School,45-54 years old,30.0,99000.0
Canada,Less than a Bachelors,Online Resources,35-44 years old,17.0,90758.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,School,35-44 years old,21.0,103408.0
United States of America,Bachelor’s degree,School,45-54 years old,7.0,70000.0
India,Bachelor’s degree,Online Resources,25-34 years old,5.0,41885.0
Poland,Less than a Bachelors,Others,25-34 years old,7.0,45564.0
Netherlands,Master’s degree,Online Resources,45-54 years old,5.0,75669.0
United States of America,Bachelor’s degree,Online Resources,35-44 years old,12.0,80000.0
Germany,PHD,Online Resources,45-54 years old,20.0,64860.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,Online Resources,18-24 years old,5.0,90277.0
Canada,Bachelor’s degree,School,25-34 years old,5.0,75631.0
United States of America,Master’s degree,School,25-34 years old,16.0,95000.0
Russian Federation,Master’s degree,Online Resources,25-34 years old,12.0,52950.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,School,35-44 years old,14.0,56874.0
Italy,Master’s degree,School,25-34 years old,6.0,48644.0
Spain,Professional degree,Online Resources,35-44 years old,5.0,43239.0
Mexico,Bachelor’s degree,Others,25-34 years old,14.0,77568.0
Germany,Bachelor’s degree,Online Resources,25-34 years old,5.0,108098.0
United States of America,Bachelor’s degree,School,25-34 years old,8.0,80000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,School,35-44 years old,16.0,48472.0
Norway,Master’s degree,School,35-44 years old,14.0,97106.0
Sweden,Master’s degree,School,45-54 years old,30.0,101868.0
Spain,Master’s degree,Online Resources,25-34 years old,9.0,64859.0
"Iran, Islamic Republic of...",Bachelor’s degree,Online Resources,25-34 years old,4.0,71256.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,Online Resources,25-34 years old,6.0,46727.0
United States of America,Master’s degree,Bootcamp,35-44 years old,5.0,95000.0
Germany,Bachelor’s degree,Online Resources,25-34 years old,3.0,43239.0
Canada,Less than a Bachelors,Others,55-64 years old,29.0,100000.0
Canada,Bachelor’s degree,Online Resources,25-34 years old,1.0,49160.0
Canada,Less than a Bachelors,Online Resources,18-24 years old,0.5,43866.0
Germany,Master’s degree,Online Resources,35-44 years old,8.0,70264.0
United States of America,Bachelor’s degree,Bootcamp,25-34 years old,6.0,100000.0
Canada,Bachelor’s degree,Online Resources,25-34 years old,6.0,79413.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,25-34 years old,5.0,69154.0
Sweden,Less than a Bachelors,Online Resources,35-44 years old,2.0,49092.0
Germany,Less than a Bachelors,Online Resources,25-34 years old,25.0,77832.0
France,Bachelor’s degree,School,25-34 years old,3.0,45401.0
Canada,Less than a Bachelors,Online Resources,18-24 years old,1.0,41597.0
Belgium,Less than a Bachelors,Bootcamp,35-44 years old,6.0,54480.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Others,45-54 years old,24.0,103408.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,25-34 years old,7.0,57003.0
Italy,Master’s degree,School,45-54 years old,24.0,56946.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Others,45-54 years old,33.0,71093.0
Poland,Master’s degree,Others,25-34 years old,6.0,75936.0
Italy,Bachelor’s degree,School,35-44 years old,12.0,50806.0
France,Master’s degree,School,35-44 years old,18.0,70264.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Others,25-34 years old,11.0,51704.0
Switzerland,Less than a Bachelors,Online Resources,18-24 years old,7.0,81432.0
Germany,Master’s degree,Online Resources,25-34 years old,13.0,78692.0
United States of America,Master’s degree,School,35-44 years old,8.0,90000.0
Ukraine,Master’s degree,Online Resources,25-34 years old,4.0,48936.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Online Resources,25-34 years old,10.0,84019.0
Poland,Less than a Bachelors,Online Resources,25-34 years old,9.0,69864.0
Germany,Master’s degree,Online Resources,25-34 years old,0.5,64859.0
Germany,Less than a Bachelors,Online Resources,25-34 years old,6.0,77832.0
Russian Federation,Master’s degree,Others,25-34 years old,10.0,47748.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,35-44 years old,13.0,69804.0
France,Master’s degree,Online Resources,25-34 years old,2.0,46482.0
Israel,Less than a Bachelors,School,25-34 years old,4.0,94560.0
Sweden,PHD,Online Resources,35-44 years old,12.0,73644.0
Italy,Master’s degree,Online Resources,35-44 years old,10.0,56211.0
United States of America,Master’s degree,Online Resources,55-64 years old,15.0,100000.0
United States of America,Less than a Bachelors,School,55-64 years old,30.0,80000.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,26.0,60000.0
Netherlands,Less than a Bachelors,Online Resources,25-34 years old,9.0,53172.0
Germany,Master’s degree,School,25-34 years old,11.0,60535.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Others,45-54 years old,24.0,76263.0
Germany,Bachelor’s degree,Online Resources,35-44 years old,17.0,70264.0
India,Bachelor’s degree,Others,25-34 years old,10.0,60000.0
Sweden,Master’s degree,Online Resources,25-34 years old,5.0,58116.0
Mexico,Less than a Bachelors,Others,35-44 years old,11.0,47132.0
United States of America,Bachelor’s degree,School,35-44 years old,13.0,87000.0
Sweden,Bachelor’s degree,School,45-54 years old,24.0,61368.0
United States of America,Less than a Bachelors,Others,25-34 years old,14.0,105000.0
United States of America,Master’s degree,Online Resources,25-34 years old,3.0,60000.0
Switzerland,Master’s degree,School,45-54 years old,19.0,101649.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,School,25-34 years old,5.0,67215.0
Spain,Bachelor’s degree,Others,25-34 years old,6.0,48644.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,School,65 years or older,45.0,46533.0
United States of America,Less than a Bachelors,Online Resources,35-44 years old,18.0,50000.0
